ANode,BNode,LinkID
30829,42286,30829_42286
30830,31417,30830_31417
30830,31000,30830_31000
30831,31418,30831_31418
30831,38946,30831_38946
30831,31100,30831_31100
30832,31028,30832_31028
30832,42261,30832_42261
30833,36727,30833_36727
30833,32287,30833_32287
30834,31876,30834_31876
30834,31310,30834_31310
30835,30826,30835_30826
30835,35517,30835_35517
30835,31984,30835_31984
30836,30558,30836_30558
30836,31087,30836_31087
30837,31999,30837_31999
30837,31421,30837_31421
30838,30782,30838_30782
30838,31153,30838_31153
30839,30923,30839_30923
30839,30764,30839_30764
30840,30794,30840_30794
30840,30825,30840_30825
30841,32194,30841_32194
30841,31411,30841_31411
30842,32188,30842_32188
30842,30719,30842_30719
30843,30858,30843_30858
30843,39852,30843_39852
30843,31828,30843_31828
30844,31004,30844_31004
30844,31949,30844_31949
30845,40761,30845_40761
30845,32208,30845_32208
30845,32260,30845_32260
30846,30931,30846_30931
30846,30816,30846_30816
30847,43367,30847_43367
30847,31286,30847_31286
30848,30557,30848_30557
30848,31399,30848_31399
30848,41167,30848_41167
30849,30986,30849_30986
30849,31779,30849_31779
30850,32185,30850_32185
30850,42267,30850_42267
30851,31072,30851_31072
30851,40947,30851_40947
30851,31898,30851_31898
30852,31923,30852_31923
30852,32115,30852_32115
30853,30856,30853_30856
30853,30869,30853_30869
30854,32292,30854_32292
30854,31022,30854_31022
30855,32349,30855_32349
30855,42269,30855_42269
30856,32299,30856_32299
30856,30853,30856_30853
30857,32009,30857_32009
30857,42270,30857_42270
30858,30843,30858_30843
30858,31053,30858_31053
30859,31489,30859_31489
30859,40518,30859_40518
30859,31049,30859_31049
30860,42985,30860_42985
30860,31919,30860_31919
30860,40227,30860_40227
30861,31850,30861_31850
30861,31904,30861_31904
30862,30872,30862_30872
30862,30359,30862_30359
30863,31393,30863_31393
30863,32362,30863_32362
30864,30789,30864_30789
30864,31390,30864_31390
30865,32001,30865_32001
30865,31139,30865_31139
30866,32492,30866_32492
30866,30818,30866_30818
30866,31510,30866_31510
30867,32013,30867_32013
30867,42593,30867_42593
30867,31946,30867_31946
30868,32000,30868_32000
30868,43379,30868_43379
30869,30853,30869_30853
30869,31015,30869_31015
30870,32092,30870_32092
30870,42715,30870_42715
30871,31219,30871_31219
30871,30757,30871_30757
30872,30561,30872_30561
30872,30862,30872_30862
30873,31891,30873_31891
30873,32354,30873_32354
30874,31180,30874_31180
30874,30826,30874_30826
30875,30749,30875_30749
30875,30906,30875_30906
30876,32267,30876_32267
30876,32111,30876_32111
30877,32036,30877_32036
30877,31781,30877_31781
30878,31012,30878_31012
30878,32291,30878_32291
30878,43711,30878_43711
30879,31397,30879_31397
30879,31005,30879_31005
30880,32021,30880_32021
30880,31410,30880_31410
30881,32032,30881_32032
30881,32254,30881_32254
30882,31001,30882_31001
30882,31219,30882_31219
30883,31878,30883_31878
30883,42931,30883_42931
30884,30742,30884_30742
30884,31280,30884_31280
30885,32207,30885_32207
30885,32206,30885_32206
30886,30745,30886_30745
30886,30714,30886_30714
30887,30958,30887_30958
30887,32056,30887_32056
30888,32061,30888_32061
30888,32065,30888_32065
30889,42286,30889_42286
30889,31537,30889_31537
30890,40141,30890_40141
30890,38124,30890_38124
30890,30792,30890_30792
30891,32329,30891_32329
30891,43352,30891_43352
30892,31035,30892_31035
30892,31037,30892_31037
30893,42982,30893_42982
30893,31185,30893_31185
30893,43096,30893_43096
30894,31806,30894_31806
30894,31894,30894_31894
30894,34289,30894_34289
30895,31897,30895_31897
30895,31044,30895_31044
30896,32141,30896_32141
30896,40637,30896_40637
30896,43365,30896_43365
30897,31130,30897_31130
30897,31863,30897_31863
30898,42311,30898_42311
30898,40587,30898_40587
30898,30744,30898_30744
30899,31818,30899_31818
30899,71024,30899_71024
30900,31070,30900_31070
30900,42949,30900_42949
30901,31902,30901_31902
30901,31901,30901_31901
30902,31801,30902_31801
30902,40312,30902_40312
30902,40165,30902_40165
30903,32331,30903_32331
30903,32466,30903_32466
30904,31075,30904_31075
30904,32174,30904_32174
30905,31936,30905_31936
30905,32178,30905_32178
30905,38633,30905_38633
30906,30875,30906_30875
30906,31218,30906_31218
30907,31083,30907_31083
30907,38441,30907_38441
30907,30911,30907_30911
30908,30912,30908_30912
30908,31080,30908_31080
30909,31417,30909_31417
30909,36261,30909_36261
30909,43361,30909_43361
30910,32195,30910_32195
30910,31947,30910_31947
30911,30907,30911_30907
30911,43362,30911_43362
30912,32182,30912_32182
30912,40662,30912_40662
30912,30908,30912_30908
30913,32246,30913_32246
30913,30809,30913_30809
30914,32201,30914_32201
30914,32122,30914_32122
30915,30726,30915_30726
30915,42535,30915_42535
30916,31967,30916_31967
30916,31951,30916_31951
30917,42086,30917_42086
30917,30718,30917_30718
30918,32011,30918_32011
30918,42960,30918_42960
30919,30971,30919_30971
30919,31000,30919_31000
30920,32210,30920_32210
30920,43474,30920_43474
30920,31108,30920_31108
30921,43382,30921_43382
30921,31955,30921_31955
30922,42675,30922_42675
30922,31200,30922_31200
30922,31095,30922_31095
30923,34948,30923_34948
30923,31472,30923_31472
30923,30839,30923_30839
30924,39954,30924_39954
30924,30783,30924_30783
30924,31125,30924_31125
30925,30827,30925_30827
30925,35386,30925_35386
30925,31966,30925_31966
30926,31975,30926_31975
30926,39925,30926_39925
30927,42302,30927_42302
30927,31977,30927_31977
30928,30711,30928_30711
30928,32220,30928_32220
30929,31808,30929_31808
30929,32431,30929_32431
30930,32466,30930_32466
30930,35399,30930_35399
30930,42989,30930_42989
30931,33200,30931_33200
30931,31798,30931_31798
30931,38274,30931_38274
30931,30846,30931_30846
30932,32047,30932_32047
30932,35473,30932_35473
30932,31117,30932_31117
30933,70050,30933_70050
30933,31090,30933_31090
30934,36523,30934_36523
30934,31931,30934_31931
30934,32233,30934_32233
30935,32116,30935_32116
30935,30750,30935_30750
30936,31079,30936_31079
30936,32318,30936_32318
30936,38082,30936_38082
30937,31918,30937_31918
30937,30970,30937_30970
30938,30978,30938_30978
30938,42311,30938_42311
30939,32274,30939_32274
30939,31065,30939_31065
30940,31864,30940_31864
30940,31552,30940_31552
30941,31986,30941_31986
30941,31132,30941_31132
30942,30979,30942_30979
30942,31876,30942_31876
30942,43606,30942_43606
30943,43363,30943_43363
30943,31555,30943_31555
30944,39538,30944_39538
30944,31136,30944_31136
30944,31532,30944_31532
30945,40885,30945_40885
30945,32131,30945_32131
30945,32130,30945_32130
30946,43009,30946_43009
30946,32020,30946_32020
30947,31138,30947_31138
30947,31406,30947_31406
30948,31220,30948_31220
30948,31301,30948_31301
30949,39017,30949_39017
30949,31484,30949_31484
30949,30711,30949_30711
30950,32111,30950_32111
30950,31541,30950_31541
30951,40686,30951_40686
30951,31146,30951_31146
30951,43364,30951_43364
30952,31094,30952_31094
30952,42315,30952_42315
30952,35339,30952_35339
30953,43379,30953_43379
30953,31814,30953_31814
30954,35763,30954_35763
30954,31403,30954_31403
30954,30562,30954_30562
30955,31398,30955_31398
30955,31401,30955_31401
30956,31961,30956_31961
30956,32012,30956_32012
30957,32264,30957_32264
30957,31886,30957_31886
30958,30767,30958_30767
30958,30887,30958_30887
30959,31141,30959_31141
30959,31810,30959_31810
30960,31539,30960_31539
30960,38416,30960_38416
30960,32102,30960_32102
30961,32069,30961_32069
30961,32005,30961_32005
30962,40444,30962_40444
30962,31816,30962_31816
30963,30736,30963_30736
30963,31171,30963_31171
30964,42939,30964_42939
30964,32157,30964_32157
30965,32320,30965_32320
30965,30758,30965_30758
30966,32023,30966_32023
30966,30994,30966_30994
30967,32143,30967_32143
30967,31166,30967_31166
30968,42508,30968_42508
30968,31134,30968_31134
30969,31002,30969_31002
30969,32209,30969_32209
30970,40970,30970_40970
30970,30937,30970_30937
30970,32262,30970_32262
30971,31948,30971_31948
30971,35021,30971_35021
30971,30919,30971_30919
30972,43365,30972_43365
30972,43383,30972_43383
30973,39907,30973_39907
30973,31863,30973_31863
30973,31184,30973_31184
30974,31227,30974_31227
30974,32285,30974_32285
30975,31827,30975_31827
30975,42510,30975_42510
30976,42329,30976_42329
30976,41326,30976_41326
30977,42246,30977_42246
30977,32151,30977_32151
30978,32296,30978_32296
30978,30938,30978_30938
30979,31396,30979_31396
30979,30942,30979_30942
30980,31859,30980_31859
30980,31909,30980_31909
30981,32211,30981_32211
30981,31210,30981_31210
30981,43561,30981_43561
30982,31796,30982_31796
30982,31403,30982_31403
30983,32352,30983_32352
30983,31377,30983_31377
30984,42961,30984_42961
30984,32106,30984_32106
30985,42996,30985_42996
30985,42329,30985_42329
30986,39772,30986_39772
30986,30849,30986_30849
30987,32269,30987_32269
30987,30737,30987_30737
30988,70051,30988_70051
30988,31212,30988_31212
30989,31190,30989_31190
30989,31791,30989_31791
30990,30741,30990_30741
30990,31780,30990_31780
30991,31036,30991_31036
30991,32050,30991_32050
30992,30766,30992_30766
30992,40125,30992_40125
30992,30762,30992_30762
30993,32306,30993_32306
30993,31031,30993_31031
30994,30966,30994_30966
30994,31418,30994_31418
30995,31557,30995_31557
30995,41203,30995_41203
30995,32211,30995_32211
30996,41300,30996_41300
30997,43002,30997_43002
30997,30824,30997_30824
30998,32008,30998_32008
30998,32054,30998_32054
30999,31382,30999_31382
30999,42952,30999_42952
31000,30830,31000_30830
31000,40424,31000_40424
31000,30919,31000_30919
31001,31545,31001_31545
31001,30882,31001_30882
31001,43612,31001_43612
31002,32017,31002_32017
31002,30969,31002_30969
31003,32348,31003_32348
31003,32322,31003_32322
31004,31212,31004_31212
31004,30844,31004_30844
31005,30879,31005_30879
31005,32363,31005_32363
31006,31199,31006_31199
31006,32320,31006_32320
31007,32088,31007_32088
31007,32310,31007_32310
31008,41220,31008_41220
31008,31082,31008_31082
31008,31802,31008_31802
31009,42269,31009_42269
31009,31783,31009_31783
31010,30755,31010_30755
31010,31782,31010_31782
31011,31544,31011_31544
31011,31879,31011_31879
31012,32043,31012_32043
31012,30878,31012_30878
31013,32362,31013_32362
31013,31527,31013_31527
31014,30746,31014_30746
31014,31214,31014_31214
31015,36838,31015_36838
31015,30869,31015_30869
31015,32040,31015_32040
31016,40085,31016_40085
31016,31215,31016_31215
31016,42756,31016_42756
31017,31387,31017_31387
31017,30815,31017_30815
31018,32042,31018_32042
31018,30759,31018_30759
31019,31216,31019_31216
31019,30752,31019_30752
31019,42545,31019_42545
31020,31023,31020_31023
31020,30781,31020_30781
31021,42371,31021_42371
31021,30713,31021_30713
31022,30854,31022_30854
31022,38788,31022_38788
31022,30774,31022_30774
31023,31137,31023_31137
31023,31020,31023_31020
31024,31191,31024_31191
31024,31041,31024_31041
31025,40123,31025_40123
31025,42897,31025_42897
31025,32471,31025_32471
31026,41632,31026_41632
31026,31027,31026_31027
31027,31026,31027_31026
31027,32060,31027_32060
31028,31993,31028_31993
31028,30832,31028_30832
31029,31039,31029_31039
31029,41588,31029_41588
31030,31834,31030_31834
31030,40859,31030_40859
31030,31190,31030_31190
31031,30993,31031_30993
31031,36898,31031_36898
31031,31136,31031_31136
31032,32251,31032_32251
31032,36427,31032_36427
31032,32361,31032_32361
31033,32051,31033_32051
31033,38124,31033_38124
31034,31532,31034_31532
31034,31549,31034_31549
31035,30892,31035_30892
31035,43360,31035_43360
31036,35019,31036_35019
31036,31196,31036_31196
31036,30991,31036_30991
31037,30892,31037_30892
31037,32347,31037_32347
31038,31196,31038_31196
31038,32047,31038_32047
31039,32045,31039_32045
31039,31029,31039_31029
31040,31223,31040_31223
31040,30739,31040_30739
31041,31024,31041_31024
31041,42334,31041_42334
31041,31224,31041_31224
31042,32138,31042_32138
31042,31987,31042_31987
31042,36617,31042_36617
31043,31309,31043_31309
31043,30786,31043_30786
31044,30895,31044_30895
31044,30783,31044_30783
31045,31127,31045_31127
31045,32166,31045_32166
31046,31048,31046_31048
31046,36516,31046_36516
31046,31906,31046_31906
31047,30738,31047_30738
31047,31222,31047_31222
31047,40186,31047_40186
31048,43500,31048_43500
31048,31476,31048_31476
31048,31046,31048_31046
31049,30859,31049_30859
31049,42984,31049_42984
31050,32249,31050_32249
31050,32261,31050_32261
31051,30729,31051_30729
31051,36708,31051_36708
31051,30730,31051_30730
31052,31828,31052_31828
31052,42421,31052_42421
31053,30858,31053_30858
31053,40986,31053_40986
31053,31130,31053_31130
31054,30728,31054_30728
31054,32158,31054_32158
31054,40210,31054_40210
31055,32276,31055_32276
31055,42986,31055_42986
31056,31905,31056_31905
31056,30740,31056_30740
31057,31058,31057_31058
31057,31933,31057_31933
31057,32296,31057_32296
31058,30731,31058_30731
31058,31057,31058_31057
31059,32287,31059_32287
31059,31389,31059_31389
31060,31919,31060_31919
31060,30768,31060_30768
31061,31062,31061_31062
31061,36727,31061_36727
31062,31920,31062_31920
31062,31061,31062_31061
31063,31917,31063_31917
31063,31924,31063_31924
31064,31245,31064_31245
31064,31827,31064_31827
31065,30939,31065_30939
31065,43259,31065_43259
31066,42574,31066_42574
31066,40525,31066_40525
31066,32247,31066_32247
31067,39493,31067_39493
31067,32247,31067_32247
31067,32289,31067_32289
31068,42448,31068_42448
31068,31131,31068_31131
31069,32167,31069_32167
31069,32273,31069_32273
31070,31925,31070_31925
31070,36524,31070_36524
31070,30900,31070_30900
31071,32285,31071_32285
31071,31925,31071_31925
31072,31899,31072_31899
31072,30851,31072_30851
31073,38988,31073_38988
31073,32130,31073_32130
31074,31076,31074_31076
31074,39600,31074_39600
31074,31141,31074_31141
31075,38212,31075_38212
31075,31556,31075_31556
31075,30904,31075_30904
31076,31157,31076_31157
31076,31074,31076_31074
31077,32227,31077_32227
31077,32228,31077_32228
31078,32317,31078_32317
31078,32179,31078_32179
31078,35927,31078_35927
31079,31081,31079_31081
31079,30936,31079_30936
31080,30908,31080_30908
31080,31204,31080_31204
31081,32181,31081_32181
31081,31079,31081_31079
31082,31008,31082_31008
31082,31937,31082_31937
31083,31940,31083_31940
31083,30907,31083_30907
31084,32031,31084_32031
31084,32182,31084_32182
31085,32340,31085_32340
31085,31940,31085_31940
31086,31930,31086_31930
31086,32468,31086_32468
31087,30836,31087_30836
31087,42466,31087_42466
31088,42932,31088_42932
31088,30494,31088_30494
31088,32004,31088_32004
31089,43380,31089_43380
31089,34328,31089_34328
31089,32246,31089_32246
31090,30933,31090_30933
31090,31815,31090_31815
31091,31819,31091_31819
31091,32195,31091_32195
31092,32082,31092_32082
31092,43366,31092_43366
31093,32095,31093_32095
31093,32335,31093_32335
31094,31536,31094_31536
31094,30952,31094_30952
31095,30922,31095_30922
31095,31096,31095_31096
31096,31095,31096_31095
31096,31772,31096_31772
31097,32307,31097_32307
31097,31165,31097_31165
31097,40755,31097_40755
31098,32191,31098_32191
31098,32188,31098_32188
31099,32214,31099_32214
31099,32470,31099_32470
31100,39202,31100_39202
31100,30831,31100_30831
31100,32192,31100_32192
31101,32183,31101_32183
31101,31957,31101_31957
31102,31949,31102_31949
31102,31536,31102_31536
31103,33437,31103_33437
31103,43362,31103_43362
31103,42972,31103_42972
31104,42478,31104_42478
31104,32121,31104_32121
31105,32229,31105_32229
31105,31840,31105_31840
31106,41631,31106_41631
31106,43367,31106_43367
31107,31114,31107_31114
31107,43368,31107_43368
31108,36493,31108_36493
31108,30920,31108_30920
31108,42480,31108_42480
31109,31110,31109_31110
